t_s,hops_fwd,hops_rev,rtt_prop_ms,path_changed,path_fwd
34.0,10,10,90.947,0,1584-316-315-314-313-291-269-247-225-224-1585
34.1,10,10,90.945,0,1584-316-315-314-313-291-269-247-225-224-1585
34.2,10,10,90.944,0,1584-316-315-314-313-291-269-247-225-224-1585
34.3,10,10,90.943,0,1584-316-315-314-313-291-269-247-225-224-1585
34.4,10,10,90.942,0,1584-316-315-314-313-291-269-247-225-224-1585
34.5,10,10,90.941,0,1584-316-315-314-313-291-269-247-225-224-1585
34.6,10,10,90.939,0,1584-316-315-314-313-291-269-247-225-224-1585
34.7,10,10,90.938,0,1584-316-315-314-313-291-269-247-225-224-1585
34.8,10,10,90.937,0,1584-316-315-314-313-291-269-247-225-224-1585
34.9,10,10,90.936,0,1584-316-315-314-313-291-269-247-225-224-1585
35.0,10,10,90.935,0,1584-316-315-314-313-291-269-247-225-224-1585
35.1,10,10,90.933,0,1584-316-315-314-313-291-269-247-225-224-1585
35.2,10,10,90.932,0,1584-316-315-314-313-291-269-247-225-224-1585
35.3,10,10,90.931,0,1584-316-315-314-313-291-269-247-225-224-1585
35.4,10,10,90.930,0,1584-316-315-314-313-291-269-247-225-224-1585
35.5,10,10,90.929,0,1584-316-315-314-313-291-269-247-225-224-1585
35.6,10,10,90.928,0,1584-316-315-314-313-291-269-247-225-224-1585
35.7,10,10,90.927,0,1584-316-315-314-313-291-269-247-225-224-1585
35.8,10,10,90.925,0,1584-316-315-314-313-291-269-247-225-224-1585
35.9,10,10,90.924,0,1584-316-315-314-313-291-269-247-225-224-1585
36.0,10,10,90.923,0,1584-316-315-314-313-291-269-247-225-224-1585
36.1,10,10,90.922,0,1584-316-315-314-313-291-269-247-225-224-1585
36.2,10,10,90.921,0,1584-316-315-314-313-291-269-247-225-224-1585
36.3,10,10,90.920,0,1584-316-315-314-313-291-269-247-225-224-1585
36.4,10,10,90.919,0,1584-316-315-314-313-291-269-247-225-224-1585
36.5,10,10,90.918,0,1584-316-315-314-313-291-269-247-225-224-1585
36.6,10,10,90.917,0,1584-316-315-314-313-291-269-247-225-224-1585
36.7,10,10,90.916,0,1584-316-315-314-313-291-269-247-225-224-1585
36.8,10,10,90.914,0,1584-316-315-314-313-291-269-247-225-224-1585
36.9,10,10,90.913,0,1584-316-315-314-313-291-269-247-225-224-1585
37.0,10,10,90.912,0,1584-316-315-314-313-291-269-247-225-224-1585
37.1,10,10,90.911,0,1584-316-315-314-313-291-269-247-225-224-1585
37.2,10,10,90.910,0,1584-316-315-314-313-291-269-247-225-224-1585
37.3,10,10,90.909,0,1584-316-315-314-313-291-269-247-225-224-1585
37.4,10,10,90.908,0,1584-316-315-314-313-291-269-247-225-224-1585
37.5,10,10,90.907,0,1584-316-315-314-313-291-269-247-225-224-1585
37.6,10,10,90.906,0,1584-316-315-314-313-291-269-247-225-224-1585
37.7,10,10,90.905,0,1584-316-315-314-313-291-269-247-225-224-1585
37.8,10,10,90.904,0,1584-316-315-314-313-291-269-247-225-224-1585
37.9,10,10,90.903,0,1584-316-315-314-313-291-269-247-225-224-1585
38.0,10,10,90.902,0,1584-316-315-314-313-291-269-247-225-224-1585
38.1,10,10,90.901,0,1584-316-315-314-313-291-269-247-225-224-1585
38.2,10,10,90.900,0,1584-316-315-314-313-291-269-247-225-224-1585
38.3,10,10,90.899,0,1584-316-315-314-313-291-269-247-225-224-1585
38.4,10,10,90.898,0,1584-316-315-314-313-291-269-247-225-224-1585
38.5,10,10,90.897,0,1584-316-315-314-313-291-269-247-225-224-1585
38.6,10,10,90.897,0,1584-316-315-314-313-291-269-247-225-224-1585
38.7,10,10,90.896,0,1584-316-315-314-313-291-269-247-225-224-1585
38.8,10,10,90.895,0,1584-316-315-314-313-291-269-247-225-224-1585
38.9,10,10,90.894,0,1584-316-315-314-313-291-269-247-225-224-1585
39.0,10,10,90.893,0,1584-316-315-314-313-291-269-247-225-224-1585
39.1,10,10,90.892,0,1584-316-315-314-313-291-269-247-225-224-1585
39.2,10,10,90.891,0,1584-316-315-314-313-291-269-247-225-224-1585
39.3,10,10,90.890,0,1584-316-315-314-313-291-269-247-225-224-1585
39.4,10,10,90.889,0,1584-316-315-314-313-291-269-247-225-224-1585
39.5,10,10,90.888,0,1584-316-315-314-313-291-269-247-225-224-1585
39.6,10,10,90.887,0,1584-316-315-314-313-291-269-247-225-224-1585
39.7,10,10,90.887,0,1584-316-315-314-313-291-269-247-225-224-1585
39.8,10,10,90.886,0,1584-316-315-314-313-291-269-247-225-224-1585
39.9,10,10,90.885,0,1584-316-315-314-313-291-269-247-225-224-1585
40.0,10,10,90.884,0,1584-316-315-314-313-291-269-247-225-224-1585
40.1,10,10,90.883,0,1584-316-315-314-313-291-269-247-225-224-1585
40.2,10,10,90.882,0,1584-316-315-314-313-291-269-247-225-224-1585
40.3,10,10,90.882,0,1584-316-315-314-313-291-269-247-225-224-1585
40.4,10,10,90.881,0,1584-316-315-314-313-291-269-247-225-224-1585
40.5,10,10,90.880,0,1584-316-315-314-313-291-269-247-225-224-1585
40.6,10,10,90.879,0,1584-316-315-314-313-291-269-247-225-224-1585
40.7,10,10,90.878,0,1584-316-315-314-313-291-269-247-225-224-1585
40.8,10,10,90.877,0,1584-316-315-314-313-291-269-247-225-224-1585
40.9,10,10,90.877,0,1584-316-315-314-313-291-269-247-225-224-1585
41.0,10,10,90.876,0,1584-316-315-314-313-291-269-247-225-224-1585
41.1,10,10,90.875,0,1584-316-315-314-313-291-269-247-225-224-1585
41.2,10,10,90.874,0,1584-316-315-314-313-291-269-247-225-224-1585
41.3,10,10,90.874,0,1584-316-315-314-313-291-269-247-225-224-1585
41.4,10,10,90.873,0,1584-316-315-314-313-291-269-247-225-224-1585
41.5,10,10,90.872,0,1584-316-315-314-313-291-269-247-225-224-1585
41.6,10,10,90.871,0,1584-316-315-314-313-291-269-247-225-224-1585
41.7,10,10,90.871,0,1584-316-315-314-313-291-269-247-225-224-1585
41.8,10,10,90.870,0,1584-316-315-314-313-291-269-247-225-224-1585
41.9,10,10,90.869,0,1584-316-315-314-313-291-269-247-225-224-1585
42.0,10,10,90.868,0,1584-316-315-314-313-291-269-247-225-224-1585
42.1,10,10,90.868,0,1584-316-315-314-313-291-269-247-225-224-1585
42.2,10,10,90.867,0,1584-316-315-314-313-291-269-247-225-224-1585
42.3,10,10,90.866,0,1584-316-315-314-313-291-269-247-225-224-1585
42.4,10,10,90.866,0,1584-316-315-314-313-291-269-247-225-224-1585
42.5,10,10,90.865,0,1584-316-315-314-313-291-269-247-225-224-1585
42.6,10,10,90.864,0,1584-316-315-314-313-291-269-247-225-224-1585
42.7,10,10,90.864,0,1584-316-315-314-313-291-269-247-225-224-1585
42.8,10,10,90.863,0,1584-316-315-314-313-291-269-247-225-224-1585
42.9,10,10,90.862,0,1584-316-315-314-313-291-269-247-225-224-1585
43.0,10,10,90.862,0,1584-316-315-314-313-291-269-247-225-224-1585
43.1,10,10,90.861,0,1584-316-315-314-313-291-269-247-225-224-1585
43.2,10,10,90.860,0,1584-316-315-314-313-291-269-247-225-224-1585
43.3,10,10,90.860,0,1584-316-315-314-313-291-269-247-225-224-1585
43.4,10,10,90.859,0,1584-316-315-314-313-291-269-247-225-224-1585
43.5,10,10,90.858,0,1584-316-315-314-313-291-269-247-225-224-1585
43.6,10,10,90.858,0,1584-316-315-314-313-291-269-247-225-224-1585
43.7,10,10,90.857,0,1584-316-315-314-313-291-269-247-225-224-1585
43.8,10,10,90.857,0,1584-316-315-314-313-291-269-247-225-224-1585
43.9,10,10,90.856,0,1584-316-315-314-313-291-269-247-225-224-1585
44.0,10,10,90.855,0,1584-316-315-314-313-291-269-247-225-224-1585
44.1,10,10,90.855,0,1584-316-315-314-313-291-269-247-225-224-1585
44.2,10,10,90.854,0,1584-316-315-314-313-291-269-247-225-224-1585
44.3,10,10,90.854,0,1584-316-315-314-313-291-269-247-225-224-1585
44.4,10,10,90.853,0,1584-316-315-314-313-291-269-247-225-224-1585
44.5,10,10,90.853,0,1584-316-315-314-313-291-269-247-225-224-1585
44.6,10,10,90.852,0,1584-316-315-314-313-291-269-247-225-224-1585
44.7,10,10,90.852,0,1584-316-315-314-313-291-269-247-225-224-1585
44.8,10,10,90.851,0,1584-316-315-314-313-291-269-247-225-224-1585
44.9,10,10,90.851,0,1584-316-315-314-313-291-269-247-225-224-1585
45.0,10,10,90.850,0,1584-316-315-314-313-291-269-247-225-224-1585
45.1,10,10,90.850,0,1584-316-315-314-313-291-269-247-225-224-1585
45.2,10,10,90.849,0,1584-316-315-314-313-291-269-247-225-224-1585
45.3,10,10,90.848,0,1584-316-315-314-313-291-269-247-225-224-1585
45.4,10,10,90.848,0,1584-316-315-314-313-291-269-247-225-224-1585
45.5,10,10,90.848,0,1584-316-315-314-313-291-269-247-225-224-1585
45.6,10,10,90.847,0,1584-316-315-314-313-291-269-247-225-224-1585
45.7,10,10,90.847,0,1584-316-315-314-313-291-269-247-225-224-1585
45.8,10,10,90.846,0,1584-316-315-314-313-291-269-247-225-224-1585
45.9,10,10,90.846,0,1584-316-315-314-313-291-269-247-225-224-1585
46.0,10,10,90.845,0,1584-316-315-314-313-291-269-247-225-224-1585
46.1,10,10,90.845,0,1584-316-315-314-313-291-269-247-225-224-1585
46.2,10,10,90.844,0,1584-316-315-314-313-291-269-247-225-224-1585
46.3,10,10,90.844,0,1584-316-315-314-313-291-269-247-225-224-1585
46.4,10,10,90.843,0,1584-316-315-314-313-291-269-247-225-224-1585
46.5,10,10,90.843,0,1584-316-315-314-313-291-269-247-225-224-1585
46.6,10,10,90.843,0,1584-316-315-314-313-291-269-247-225-224-1585
46.7,10,10,90.842,0,1584-316-315-314-313-291-269-247-225-224-1585
46.8,10,10,90.842,0,1584-316-315-314-313-291-269-247-225-224-1585
46.9,10,10,90.841,0,1584-316-315-314-313-291-269-247-225-224-1585
47.0,10,10,90.841,0,1584-316-315-314-313-291-269-247-225-224-1585
47.1,10,10,90.841,0,1584-316-315-314-313-291-269-247-225-224-1585
47.2,10,10,90.840,0,1584-316-315-314-313-291-269-247-225-224-1585
47.3,10,10,90.840,0,1584-316-315-314-313-291-269-247-225-224-1585
47.4,10,10,90.840,0,1584-316-315-314-313-291-269-247-225-224-1585
47.5,10,10,90.839,0,1584-316-315-314-313-291-269-247-225-224-1585
47.6,10,10,90.839,0,1584-316-315-314-313-291-269-247-225-224-1585
47.7,10,10,90.839,0,1584-316-315-314-313-291-269-247-225-224-1585
47.8,10,10,90.838,0,1584-316-315-314-313-291-269-247-225-224-1585
47.9,10,10,90.838,0,1584-316-315-314-313-291-269-247-225-224-1585
48.0,10,10,90.838,0,1584-316-315-314-313-291-269-247-225-224-1585
48.1,10,10,90.837,0,1584-316-315-314-313-291-269-247-225-224-1585
48.2,10,10,90.837,0,1584-316-315-314-313-291-269-247-225-224-1585
48.3,10,10,90.837,0,1584-316-315-314-313-291-269-247-225-224-1585
48.4,10,10,90.836,0,1584-316-315-314-313-291-269-247-225-224-1585
48.5,10,10,90.836,0,1584-316-315-314-313-291-269-247-225-224-1585
48.6,10,10,90.836,0,1584-316-315-314-313-291-269-247-225-224-1585
48.7,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
48.8,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
48.9,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
49.0,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
49.1,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
49.2,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
49.3,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
49.4,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
49.5,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
49.6,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
49.7,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
49.8,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
49.9,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
50.0,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
50.1,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
50.2,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
50.3,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
50.4,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
50.5,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
50.6,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
50.7,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
50.8,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
50.9,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
51.0,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
51.1,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
51.2,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
51.3,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
51.4,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
51.5,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
51.6,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
51.7,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
51.8,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
51.9,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.0,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.1,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.2,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.3,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.4,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.5,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.6,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.7,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.8,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
52.9,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.0,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.1,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.2,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.3,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.4,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.5,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.6,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.7,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.8,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
53.9,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
54.0,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
54.1,10,10,90.830,0,1584-316-315-314-313-291-269-247-225-224-1585
54.2,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
54.3,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
54.4,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
54.5,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
54.6,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
54.7,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
54.8,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
54.9,10,10,90.831,0,1584-316-315-314-313-291-269-247-225-224-1585
55.0,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
55.1,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
55.2,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
55.3,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
55.4,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
55.5,10,10,90.832,0,1584-316-315-314-313-291-269-247-225-224-1585
55.6,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
55.7,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
55.8,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
55.9,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
56.0,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
56.1,10,10,90.833,0,1584-316-315-314-313-291-269-247-225-224-1585
56.2,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
56.3,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
56.4,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
56.5,10,10,90.834,0,1584-316-315-314-313-291-269-247-225-224-1585
56.6,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
56.7,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
56.8,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
56.9,10,10,90.835,0,1584-316-315-314-313-291-269-247-225-224-1585
57.0,10,10,90.836,0,1584-316-315-314-313-291-269-247-225-224-1585
57.1,10,10,90.836,0,1584-316-315-314-313-291-269-247-225-224-1585
57.2,10,10,90.836,0,1584-316-315-314-313-291-269-247-225-224-1585
57.3,10,10,90.837,0,1584-316-315-314-313-291-269-247-225-224-1585
57.4,10,10,90.837,0,1584-316-315-314-313-291-269-247-225-224-1585
57.5,10,10,90.837,0,1584-316-315-314-313-291-269-247-225-224-1585
57.6,10,10,90.837,0,1584-316-315-314-313-291-269-247-225-224-1585
57.7,10,10,90.838,0,1584-316-315-314-313-291-269-247-225-224-1585
57.8,10,10,90.838,0,1584-316-315-314-313-291-269-247-225-224-1585
57.9,10,10,90.838,0,1584-316-315-314-313-291-269-247-225-224-1585
58.0,10,10,90.839,0,1584-316-315-314-313-291-269-247-225-224-1585
58.1,10,10,90.839,0,1584-316-315-314-313-291-269-247-225-224-1585
58.2,10,10,90.839,0,1584-316-315-314-313-291-269-247-225-224-1585
58.3,10,10,90.840,0,1584-316-315-314-313-291-269-247-225-224-1585
58.4,10,10,90.840,0,1584-316-315-314-313-291-269-247-225-224-1585
58.5,10,10,90.841,0,1584-316-315-314-313-291-269-247-225-224-1585
58.6,10,10,90.841,0,1584-316-315-314-313-291-269-247-225-224-1585
58.7,10,10,90.841,0,1584-316-315-314-313-291-269-247-225-224-1585
58.8,10,10,90.842,0,1584-316-315-314-313-291-269-247-225-224-1585
58.9,10,10,90.842,0,1584-316-315-314-313-291-269-247-225-224-1585
59.0,10,10,90.842,0,1584-316-315-314-313-291-269-247-225-224-1585
59.1,10,10,90.843,0,1584-316-315-314-313-291-269-247-225-224-1585
59.2,10,10,90.843,0,1584-316-315-314-313-291-269-247-225-224-1585
59.3,10,10,90.844,0,1584-316-315-314-313-291-269-247-225-224-1585
59.4,10,10,90.844,0,1584-316-315-314-313-291-269-247-225-224-1585
59.5,10,10,90.845,0,1584-316-315-314-313-291-269-247-225-224-1585
59.6,10,10,90.845,0,1584-316-315-314-313-291-269-247-225-224-1585
59.7,10,10,90.845,0,1584-316-315-314-313-291-269-247-225-224-1585
59.8,10,10,90.846,0,1584-316-315-314-313-291-269-247-225-224-1585
59.9,10,10,90.846,0,1584-316-315-314-313-291-269-247-225-224-1585
60.0,10,10,90.847,0,1584-316-315-314-313-291-269-247-225-224-1585
60.1,10,10,90.847,0,1584-316-315-314-313-291-269-247-225-224-1585
60.2,10,10,90.848,0,1584-316-315-314-313-291-269-247-225-224-1585
60.3,10,10,90.848,0,1584-316-315-314-313-291-269-247-225-224-1585
60.4,10,10,90.849,0,1584-316-315-314-313-291-269-247-225-224-1585
60.5,10,10,90.849,0,1584-316-315-314-313-291-269-247-225-224-1585
60.6,10,10,90.850,0,1584-316-315-314-313-291-269-247-225-224-1585
60.7,10,10,90.850,0,1584-316-315-314-313-291-269-247-225-224-1585
60.8,10,10,90.851,0,1584-316-315-314-313-291-269-247-225-224-1585
60.9,10,10,90.851,0,1584-316-315-314-313-291-269-247-225-224-1585
61.0,10,10,90.852,0,1584-316-315-314-313-291-269-247-225-224-1585
61.1,10,10,90.852,0,1584-316-315-314-313-291-269-247-225-224-1585
61.2,10,10,90.853,0,1584-316-315-314-313-291-269-247-225-224-1585
61.3,10,10,90.853,0,1584-316-315-314-313-291-269-247-225-224-1585
61.4,10,10,90.854,0,1584-316-315-314-313-291-269-247-225-224-1585
61.5,10,10,90.855,0,1584-316-315-314-313-291-269-247-225-224-1585
61.6,10,10,90.855,0,1584-316-315-314-313-291-269-247-225-224-1585
61.7,10,10,90.856,0,1584-316-315-314-313-291-269-247-225-224-1585
61.8,10,10,90.856,0,1584-316-315-314-313-291-269-247-225-224-1585
61.9,10,10,90.857,0,1584-316-315-314-313-291-269-247-225-224-1585
62.0,10,10,90.857,0,1584-316-315-314-313-291-269-247-225-224-1585
62.1,10,10,90.858,0,1584-316-315-314-313-291-269-247-225-224-1585
62.2,10,10,90.859,0,1584-316-315-314-313-291-269-247-225-224-1585
62.3,10,10,90.859,0,1584-316-315-314-313-291-269-247-225-224-1585
62.4,10,10,90.860,0,1584-316-315-314-313-291-269-247-225-224-1585
62.5,10,10,90.861,0,1584-316-315-314-313-291-269-247-225-224-1585
62.6,10,10,90.861,0,1584-316-315-314-313-291-269-247-225-224-1585
62.7,10,10,90.862,0,1584-316-315-314-313-291-269-247-225-224-1585
62.8,10,10,90.862,0,1584-316-315-314-313-291-269-247-225-224-1585
62.9,10,10,90.863,0,1584-316-315-314-313-291-269-247-225-224-1585
63.0,10,10,90.864,0,1584-316-315-314-313-291-269-247-225-224-1585
63.1,10,10,90.864,0,1584-316-315-314-313-291-269-247-225-224-1585
63.2,10,10,90.865,0,1584-316-315-314-313-291-269-247-225-224-1585
63.3,10,10,90.866,0,1584-316-315-314-313-291-269-247-225-224-1585
63.4,10,10,90.866,0,1584-316-315-314-313-291-269-247-225-224-1585
63.5,10,10,90.867,0,1584-316-315-314-313-291-269-247-225-224-1585
63.6,10,10,90.868,0,1584-316-315-314-313-291-269-247-225-224-1585
63.7,10,10,90.869,0,1584-316-315-314-313-291-269-247-225-224-1585
63.8,10,10,90.869,0,1584-316-315-314-313-291-269-247-225-224-1585
63.9,10,10,90.870,0,1584-316-315-314-313-291-269-247-225-224-1585
64.0,10,10,90.871,0,1584-316-315-314-313-291-269-247-225-224-1585
64.1,10,10,90.871,0,1584-316-315-314-313-291-269-247-225-224-1585
64.2,10,10,90.872,0,1584-316-315-314-313-291-269-247-225-224-1585
64.3,10,10,90.873,0,1584-316-315-314-313-291-269-247-225-224-1585
64.4,10,10,90.874,0,1584-316-315-314-313-291-269-247-225-224-1585
64.5,10,10,90.874,0,1584-316-315-314-313-291-269-247-225-224-1585
64.6,10,10,90.875,0,1584-316-315-314-313-291-269-247-225-224-1585
64.7,10,10,90.876,0,1584-316-315-314-313-291-269-247-225-224-1585
64.8,10,10,90.877,0,1584-316-315-314-313-291-269-247-225-224-1585
64.9,10,10,90.877,0,1584-316-315-314-313-291-269-247-225-224-1585
65.0,10,10,90.878,0,1584-316-315-314-313-291-269-247-225-224-1585
65.1,10,10,90.879,0,1584-316-315-314-313-291-269-247-225-224-1585
65.2,10,10,90.880,0,1584-316-315-314-313-291-269-247-225-224-1585
65.3,10,10,90.881,0,1584-316-315-314-313-291-269-247-225-224-1585
65.4,10,10,90.881,0,1584-316-315-314-313-291-269-247-225-224-1585
65.5,10,10,90.882,0,1584-316-315-314-313-291-269-247-225-224-1585
65.6,10,10,90.883,0,1584-316-315-314-313-291-269-247-225-224-1585
65.7,10,10,90.884,0,1584-316-315-314-313-291-269-247-225-224-1585
65.8,10,10,90.885,0,1584-316-315-314-313-291-269-247-225-224-1585
65.9,10,10,90.886,0,1584-316-315-314-313-291-269-247-225-224-1585
66.0,10,10,90.886,0,1584-316-315-314-313-291-269-247-225-224-1585
66.1,10,10,90.887,0,1584-316-315-314-313-291-269-247-225-224-1585
66.2,10,10,90.888,0,1584-316-315-314-313-291-269-247-225-224-1585
66.3,10,10,90.889,0,1584-316-315-314-313-291-269-247-225-224-1585
66.4,10,10,90.890,0,1584-316-315-314-313-291-269-247-225-224-1585
66.5,10,10,90.891,0,1584-316-315-314-313-291-269-247-225-224-1585
66.6,10,10,90.892,0,1584-316-315-314-313-291-269-247-225-224-1585
66.7,10,10,90.893,0,1584-316-315-314-313-291-269-247-225-224-1585
66.8,10,10,90.894,0,1584-316-315-314-313-291-269-247-225-224-1585
66.9,10,10,90.894,0,1584-316-315-314-313-291-269-247-225-224-1585
67.0,10,10,90.895,0,1584-316-315-314-313-291-269-247-225-224-1585
67.1,10,10,90.896,0,1584-316-315-314-313-291-269-247-225-224-1585
67.2,10,10,90.897,0,1584-316-315-314-313-291-269-247-225-224-1585
67.3,10,10,90.898,0,1584-316-315-314-313-291-269-247-225-224-1585
67.4,10,10,90.899,0,1584-316-315-314-313-291-269-247-225-224-1585
67.5,10,10,90.900,0,1584-316-315-314-313-291-269-247-225-224-1585
67.6,10,10,90.901,0,1584-316-315-314-313-291-269-247-225-224-1585
67.7,10,10,90.902,0,1584-316-315-314-313-291-269-247-225-224-1585
67.8,10,10,90.903,0,1584-316-315-314-313-291-269-247-225-224-1585
67.9,10,10,90.904,0,1584-316-315-314-313-291-269-247-225-224-1585
68.0,10,10,90.905,0,1584-316-315-314-313-291-269-247-225-224-1585
68.1,10,10,90.906,0,1584-316-315-314-313-291-269-247-225-224-1585
68.2,10,10,90.907,0,1584-316-315-314-313-291-269-247-225-224-1585
68.3,10,10,90.908,0,1584-316-315-314-313-291-269-247-225-224-1585
68.4,10,10,90.909,0,1584-316-315-314-313-291-269-247-225-224-1585
68.5,10,10,90.910,0,1584-316-315-314-313-291-269-247-225-224-1585
68.6,10,10,90.911,0,1584-316-315-314-313-291-269-247-225-224-1585
68.7,10,10,90.912,0,1584-316-315-314-313-291-269-247-225-224-1585
68.8,10,10,90.913,0,1584-316-315-314-313-291-269-247-225-224-1585
68.9,10,10,90.914,0,1584-316-315-314-313-291-269-247-225-224-1585
69.0,10,10,90.915,0,1584-316-315-314-313-291-269-247-225-224-1585
69.1,10,10,90.916,0,1584-316-315-314-313-291-269-247-225-224-1585
69.2,10,10,90.917,0,1584-316-315-314-313-291-269-247-225-224-1585
69.3,10,10,90.918,0,1584-316-315-314-313-291-269-247-225-224-1585
69.4,10,10,90.919,0,1584-316-315-314-313-291-269-247-225-224-1585
69.5,10,10,90.920,0,1584-316-315-314-313-291-269-247-225-224-1585
69.6,10,10,90.921,0,1584-316-315-314-313-291-269-247-225-224-1585
69.7,10,10,90.922,0,1584-316-315-314-313-291-269-247-225-224-1585
69.8,10,10,90.924,0,1584-316-315-314-313-291-269-247-225-224-1585
69.9,10,10,90.925,0,1584-316-315-314-313-291-269-247-225-224-1585
70.0,10,10,90.926,0,1584-316-315-314-313-291-269-247-225-224-1585
70.1,10,10,90.927,0,1584-316-315-314-313-291-269-247-225-224-1585
70.2,10,10,90.928,0,1584-316-315-314-313-291-269-247-225-224-1585
70.3,10,10,90.929,0,1584-316-315-314-313-291-269-247-225-224-1585
70.4,10,10,90.930,0,1584-316-315-314-313-291-269-247-225-224-1585
70.5,10,10,90.931,0,1584-316-315-314-313-291-269-247-225-224-1585
70.6,10,10,90.932,0,1584-316-315-314-313-291-269-247-225-224-1585
